loan_id,risk_class,balance,lat,lng,area,age,true_market_price,is_high_risk_zone,spatial_feat_missing_pct,credit_score
30000,正常,1273.1,31.478017135944626,121.47391374352968,45.66,2.55,3602.38,0,0.18,757.2910851893278
30001,正常,1728.25,31.290602008556,121.0791914351274,83.07,11.81,7009.53,0,0.16,766.9667365219863
30002,损失,873.2,31.222427094362928,121.13412037082466,43.59,0.82,3552.65,0,0.17,618.6738097993476
30003,正常,3973.54,31.11806170355753,121.01192903957039,72.51,4.1,7666.4,0,0.05,593.7902332938482
30004,正常,4997.01,31.446785768291495,121.39837996071083,113.44,27.2,7673.99,0,0.05,680.3003170175944
30005,正常,1110.54,31.377002035825935,121.35757544911873,86.14,15.91,4377.61,0,0.25,676.1154943776387
30006,关注,257.56,31.17696210243436,121.44142545929063,129.97,13.83,1453.96,0,0.1,692.1781506385978
30007,正常,6692.2,31.349785819035123,121.08303484274707,130.79,8.04,9629.2,0,0.21,671.3178615101048
30008,正常,2614.61,31.25212440849166,121.25887387807428,105.14,17.64,5084.68,0,0.02,693.0903088016349
30009,正常,2376.83,31.41019999735601,121.36297464373865,130.77,5.74,7689.65,0,0.08,741.4573207092211
30010,正常,322.16,31.113308264622383,121.43774558572412,50.63,15.67,602.92,0,0.22,684.6118089031552
30011,正常,1389.08,31.01593653506337,121.18117845565162,57.19,20.18,3727.73,1,0.22,723.2280558115552
30012,正常,5946.94,31.010572434861576,121.12784502702873,121.34,4.71,9209.88,0,0.05,720.0065863175389
30013,正常,5651.51,31.018134497121707,121.1721005027684,101.52,22.27,6867.16,1,0.13,614.7869232695313
30014,关注,5451.34,31.38298496829404,121.36997333186035,130.2,22.67,6732.02,0,0.09,719.1332134284544
30015,关注,2476.74,31.05102455252485,121.22391093070958,127.48,3.83,7307.43,0,0.04,717.1625037304232
30016,关注,957.59,31.47986559324358,121.1295482116261,100.61,12.59,5125.15,1,0.05,723.077399404694
30017,正常,1225.68,31.047935971816592,121.31753784876933,90.83,29.5,3206.51,0,0.13,601.6841104934022
30018,关注,1684.25,31.125390380920578,121.295618672774,102.42,24.01,3674.0,1,0.01,600.0315512546634
30019,正常,2599.79,31.204363208861036,121.05558748361499,112.38,7.23,11089.85,0,0.07,677.3441337438901
30020,正常,3226.53,31.26036818202395,121.23220155557192,70.97,19.25,3891.79,0,0.15,715.2075028288282
30021,正常,1455.21,31.29053815302008,121.02561737180291,81.8,15.75,7411.52,0,0.11,747.0111404682101
30022,正常,586.08,31.25960484504949,121.46072517379594,101.05,8.69,2007.05,1,0.09,575.9781684898139
30023,正常,961.9,31.42030584355942,121.33628587732238,41.57,13.54,2516.54,0,0.18,674.4873927316638
30024,正常,2758.91,31.036894656737626,121.1421796754902,77.29,28.06,5761.64,0,0.14,770.072443778204
30025,正常,1664.2,31.37679025286786,121.19752128007893,52.17,3.65,3215.2,0,0.29,705.2426266164728
30026,正常,4733.82,31.346326273327325,121.01233438632705,105.92,23.32,8305.19,0,0.08,509.8525527991977
30027,可疑,1917.76,31.26315187240315,121.23877977102826,135.47,24.13,7237.07,0,0.07,677.606671118476
30028,正常,1375.55,31.244394736724182,121.12970267068059,82.77,20.37,6623.69,0,0.3,532.4539885833826
30029,正常,858.46,31.073250523978114,121.20838402173744,46.68,2.58,2863.88,0,0.04,667.2008965779232
30030,正常,4162.21,31.14819125976635,121.11584982167335,107.07,20.43,9310.91,0,0.23,686.1888907364954
30031,正常,3370.62,31.04807723063545,121.25825068074688,111.54,7.72,5477.95,0,0.12,678.2908625009795
30032,正常,5658.36,31.49756651877818,121.39140786887832,97.34,4.34,7869.18,0,0.15,706.3457042681005
30033,正常,2514.49,31.241229162640686,121.20245733951674,111.05,28.1,6891.05,0,0.1,612.3931702718818
30034,正常,2495.44,31.372806377380968,121.32924251288702,116.16,25.56,5954.23,0,0.19,643.74821035708
30035,正常,1548.68,31.005802897039555,121.23227440388342,111.16,26.5,6178.5,1,0.28,662.941387988226
30036,关注,1708.84,31.364731816832972,121.30322197595903,130.53,26.54,6755.4,0,0.18,598.5759463880647
30037,正常,265.31,31.09574721191005,121.4020946979967,53.79,18.37,888.75,0,0.14,659.9214077864101
30038,关注,179.73,31.102498747305518,121.48339039370477,47.28,0.09,600.38,0,0.2,715.1119463768698
30039,正常,2601.88,31.16744531862179,121.13347263216049,90.29,0.83,7510.77,0,0.23,751.3444909422179
30040,正常,3344.14,31.392187990239744,121.20224547481273,107.5,23.62,6446.47,0,0.09,676.1683987455164
30041,关注,1880.53,31.005200118879433,121.27871083642316,136.69,10.99,6524.21,0,0.26,795.1470975998927
30042,关注,614.89,31.154215222218177,121.3245326211057,88.38,16.16,2525.77,0,0.24,681.5956241281237
30043,正常,3387.15,31.326704720567058,121.19648328243973,124.07,2.79,7785.6,0,0.26,634.5628487415261
30044,正常,1581.66,31.398932440223806,121.31442008573241,70.81,6.99,4051.85,1,0.25,719.5068309096506
30045,次级,1780.32,31.189607049735624,121.1823016897355,71.84,2.32,4975.76,0,0.09,741.9302372201678
30046,关注,2241.96,31.447286602608337,121.46087122603687,84.2,19.19,5802.88,0,0.2,650.2801564299243
30047,次级,4999.44,31.186894164179765,121.1780489576617,119.51,7.0,8393.32,0,0.25,741.1495417022471
30048,正常,1008.41,31.171126623752507,121.43929065659668,132.59,15.08,1473.37,0,0.28,779.8059554299921
30049,正常,969.13,31.37676715839477,121.48953459306198,69.16,18.67,3303.55,0,0.05,761.2670154535679
30050,关注,1686.18,31.478856149693332,121.17700176105177,87.66,26.81,4848.13,0,0.11,691.2951025366348
30051,次级,5630.96,31.458822160506262,121.44159712542717,116.16,13.09,8414.8,0,0.12,681.48592925184
30052,正常,994.7,31.142326662201054,121.31890300624333,55.06,9.49,1662.9,0,0.13,647.1747955524772
30053,正常,1154.92,31.12508811462351,121.17134495149372,64.65,7.2,4661.15,0,0.23,612.268979993124
30054,正常,6348.4,31.030844170087192,121.0720211944635,125.08,12.89,10927.06,0,0.23,694.5435212064529
30055,正常,4173.19,31.305188033571042,121.19728680039852,139.74,11.77,8780.51,0,0.25,765.5368081344425
30056,正常,1045.26,31.29876802895422,121.29400029596101,93.86,29.55,4142.42,0,0.01,727.1264166274125
30057,次级,378.31,31.054127165866387,121.49762882512562,52.82,28.12,911.98,1,0.09,698.2437909240563
30058,正常,812.44,31.39896387125302,121.00442272518927,50.6,10.52,3278.75,0,0.19,627.4148000801343
30059,正常,321.12,31.024883314439,121.44936016751396,64.15,14.44,1542.19,0,0.02,811.933574677562
30060,正常,587.62,31.099803520538494,121.45928676801259,122.2,15.69,1522.85,1,0.03,692.0687051240511
30061,正常,635.26,31.054117726036793,121.10589294060298,45.32,6.46,3822.7,0,0.27,668.4823774764458
30062,正常,5893.94,31.358792396353547,121.25354384549316,131.7,4.89,7395.73,0,0.09,789.1802679929043
30063,正常,1367.58,31.215431660949154,121.21386485967935,79.82,23.93,4711.79,0,0.09,560.4373084273061
30064,正常,1190.94,31.382677243981217,121.49344322562166,62.91,21.09,3108.61,0,0.06,704.6549115040735
30065,正常,1255.72,31.289891451742886,121.32254576361962,102.54,22.27,3946.65,1,0.23,766.4042386151875
30066,正常,1103.33,31.41154090771277,121.41773786077077,99.81,1.15,5900.99,0,0.29,659.8398308988462
30067,关注,3136.71,31.488988107766072,121.44963698040011,86.39,8.75,7001.14,0,0.08,747.6856464721192
30068,正常,1802.26,31.451229007983166,121.28446641216996,81.27,12.46,5219.79,0,0.08,696.2508025983774
30069,正常,1851.93,31.45524191489722,121.10719704038868,73.32,16.14,3861.45,0,0.06,730.942239330213
30070,正常,3331.79,31.386090696337643,121.34664910350297,118.62,13.43,6341.46,0,0.14,627.7057802127357
30071,次级,2937.37,31.096065166426083,121.23467427436275,97.33,9.28,5233.17,0,0.07,578.229741851541
30072,正常,3747.74,31.307844358138855,121.32934231898523,128.48,20.46,5171.59,1,0.26,506.22494338862714
30073,正常,2181.5,31.098953265664232,121.15654149300815,71.89,7.68,5437.1,0,0.13,696.9789613006352
30074,正常,3594.5,31.41674575474741,121.0091280351677,97.98,3.96,5883.51,0,0.27,715.1979109838346
30075,正常,2081.32,31.32255414158948,121.2477637137428,120.08,27.48,6478.65,0,0.28,657.9679616257441
30076,正常,811.75,31.10145666308065,121.3518211689696,127.43,17.74,3115.4,1,0.2,653.2500903079955
30077,正常,1000.26,31.069178063210913,121.31072574009066,79.12,13.08,2798.38,0,0.11,721.9846061866816
30078,正常,3315.77,31.10755630672205,121.11203896274776,93.26,24.52,8080.92,0,0.12,730.1009559808165
30079,正常,5258.16,31.25734015655806,121.05048903213611,91.03,15.6,8507.86,0,0.22,737.0780308501023
30080,正常,4764.7,31.11056836053603,121.01238197844242,87.85,3.88,9240.65,0,0.28,706.7270231911988
30081,正常,1547.35,31.05104248464661,121.27897757120756,48.66,20.1,2093.83,0,0.2,570.5433628231913
30082,正常,722.99,31.236609470274434,121.47220199762394,75.52,10.2,1205.16,0,0.28,641.453653753161
30083,正常,1723.55,31.317934856845216,121.40245122268115,129.6,15.28,4490.04,0,0.25,661.6297357192129
30084,正常,1818.56,31.004109082182623,121.33623157059762,139.92,21.46,5393.23,0,0.13,739.1614503232486
30085,可疑,813.45,31.395291116766142,121.08129779105526,44.5,17.79,2832.77,0,0.09,649.8871945398356
30086,正常,1017.62,31.45217528145586,121.02010574925086,64.66,23.64,3189.01,0,0.02,667.3833663302016
30087,正常,1803.61,31.116678023897695,121.09495997094714,40.63,12.16,3697.29,0,0.02,656.9091621670573
30088,正常,1294.85,31.258719369755276,121.26387050718432,80.31,27.44,3771.51,0,0.17,742.5530841220075
30089,正常,2732.04,31.258202749557977,121.21999222392597,83.75,28.53,4807.69,0,0.18,675.3372967264822
30090,正常,692.09,31.063918120610374,121.17547734508527,42.3,21.16,2881.39,0,0.14,785.3149692251998
30091,正常,1283.47,31.211494503302003,121.1347075841383,61.94,22.52,4977.16,0,0.01,759.4190171576531
30092,正常,737.89,31.151123635214812,121.41999769219798,137.27,16.44,1696.64,0,0.25,678.5363514778884
30093,正常,979.65,31.230862065804793,121.33169808703006,95.61,16.04,2905.45,0,0.13,748.2996939252113
30094,正常,776.06,31.252688358294023,121.44892311187718,114.7,19.59,2136.0,0,0.29,729.923400284776
30095,正常,2753.52,31.483736063663017,121.19528126512671,101.63,22.97,5829.44,0,0.1,674.5149552892312
30096,正常,1476.03,31.073452790206023,121.33228484130031,104.92,12.26,3207.32,0,0.17,815.8220294347158
30097,正常,1979.65,31.20246097556945,121.32342179385716,118.36,26.89,3538.6,0,0.01,597.8116887371037
30098,正常,6212.23,31.22736365758383,121.05715399239467,134.23,10.87,12926.53,0,0.02,754.4834899286712
30099,正常,2393.17,31.29988560259419,121.20117102421827,131.91,13.34,8196.97,1,0.15,670.5681451898619
30100,关注,3945.41,31.35708189646587,121.02562525871922,72.98,14.35,5507.6,0,0.07,664.095385498094
30101,正常,1348.45,31.306134061245587,121.08296964069447,70.32,24.91,5665.25,0,0.08,722.233839343979
30102,正常,2039.33,31.251846966197967,121.28658973934864,64.17,25.36,2644.67,0,0.07,630.2342862373296
30103,正常,3257.81,31.292983753489082,121.11907245366996,126.28,17.62,9813.59,0,0.14,609.6514378743851
30104,正常,2180.53,31.180891937201405,121.08994086338912,59.82,21.01,5528.22,1,0.06,632.655474876313
30105,正常,1980.59,31.351866599981904,121.00072475754159,48.39,23.36,3713.24,0,0.25,786.2145264612444
30106,正常,796.35,31.00520059227788,121.43873958705302,70.49,17.13,2012.66,0,0.26,608.9676222137281
30107,正常,350.27,31.226961277091398,121.48009214788955,46.29,4.43,695.72,0,0.16,641.5372307239054
30108,正常,1063.12,31.3994401406212,121.1432414126239,42.72,26.71,2583.35,0,0.06,658.1676132679333
30109,次级,2568.48,31.01956918722514,121.1688439453366,118.35,4.62,8172.83,0,0.24,672.7230615027681
30110,正常,1208.3,31.322521400109324,121.42490655627255,55.54,27.66,1851.37,0,0.28,560.5515169575251
30111,正常,5146.67,31.487430933704882,121.4761203740448,101.41,10.54,8190.96,0,0.17,685.0607264099633
30112,正常,6340.06,31.01017050725337,121.00873424984687,103.88,21.58,9337.75,0,0.2,715.1428660453486
30113,正常,1240.41,31.24031412848337,121.14746324083605,46.37,18.76,3508.34,0,0.27,668.3926180771533
30114,正常,203.38,31.176125403084235,121.42292648446666,55.58,9.02,696.54,0,0.17,736.4559046551439
30115,正常,2149.53,31.38945776874412,121.11489321963879,73.48,2.71,4757.38,0,0.2,724.868431288849
30116,正常,2730.59,31.416790820549547,121.16708348851351,132.55,19.59,7903.84,1,0.21,692.8956557451642
30117,正常,3408.36,31.188980423453764,121.21053050371246,116.56,6.69,7085.56,0,0.03,671.870809501657
30118,正常,808.97,31.41702154863783,121.36025766886397,57.73,19.85,3434.5,0,0.07,733.6175798245289
30119,正常,1680.16,31.22766170528985,121.20304341784099,50.67,6.96,3178.05,0,0.22,596.3493623794155
30120,关注,926.03,31.129536458675563,121.27734370991806,73.78,6.8,3057.25,0,0.05,660.4733711832698
30121,正常,1921.11,31.052166896480706,121.15023127855316,82.62,0.22,6225.47,0,0.06,593.0932673419221
30122,正常,838.16,31.000904210629656,121.39747509307055,78.02,9.41,2541.02,0,0.16,608.643961021377
30123,正常,2553.25,31.406619222124725,121.15448877797644,81.63,14.51,4961.05,0,0.05,657.1763589979882
30124,正常,1019.41,31.402729181276477,121.14729790684005,97.65,15.81,5981.45,0,0.27,679.3323919889846
30125,正常,2577.62,31.230014595106784,121.04489182640734,123.81,15.05,12105.32,0,0.07,693.322006692107
30126,正常,5336.28,31.407372821517686,121.36729653262324,138.38,13.0,8015.31,0,0.02,659.9457427093064
30127,正常,1468.37,31.407052183358854,121.07070353907986,91.54,22.11,5626.27,0,0.01,705.8727718883367
30128,正常,547.51,31.28099538770067,121.44884401333151,94.64,9.08,2300.03,0,0.17,612.8362904469608
30129,次级,2903.19,31.412203543740848,121.25094708761566,65.51,8.35,3920.42,0,0.12,728.1029803944614
30130,正常,2810.25,31.455159178813602,121.02554845085702,118.3,5.85,5867.92,0,0.06,641.7413846338122
30131,关注,3432.66,31.023830716340704,121.18370526752483,137.41,13.33,9062.4,1,0.1,628.1409137483203
30132,正常,3821.44,31.208942393410936,121.11307013103169,78.3,20.44,6743.31,0,0.24,637.532343416668
30133,正常,991.48,31.209617551036956,121.41619068408882,136.75,17.44,2105.19,0,0.2,685.6832345358545
30134,正常,2582.35,31.379275201032595,121.23809791516763,134.05,27.21,7751.51,0,0.22,666.3446289103413
30135,正常,3538.11,31.423639494771503,121.38487319212255,128.7,0.91,8010.06,1,0.18,765.433484539179
30136,正常,1242.41,31.46483703833051,121.44945480032013,50.63,19.92,3718.62,0,0.27,735.0854547323398
30137,正常,550.45,31.35822905017396,121.27186148192251,43.3,8.3,2344.97,0,0.2,766.1624970611997
30138,正常,6244.41,31.339943836719893,121.08797649526733,130.18,0.02,9809.71,0,0.26,615.4653485472465
30139,关注,3383.37,31.10265606878,121.06589073900152,118.79,7.48,11489.11,0,0.06,747.3404251542424
30140,正常,8622.15,31.14185478911938,121.04225577126705,121.89,16.96,12463.41,0,0.01,755.6413452923786
30141,关注,6805.58,31.155243366865626,121.04476639999271,87.48,19.73,8896.7,0,0.19,660.6185270997477
30142,正常,3128.47,31.49832602067008,121.21277936878619,104.48,2.98,6284.55,1,0.14,680.9557121616826
30143,正常,588.56,31.303535860565148,121.23990471672107,55.14,5.71,3045.73,0,0.06,660.3891845161156
30144,正常,2080.39,31.168965750713088,121.15426824032183,53.76,17.67,4104.06,1,0.03,729.5234264005
30145,正常,702.96,31.146878022911206,121.3946571292067,133.65,22.77,2036.11,1,0.03,763.4976727432145
30146,正常,1940.39,31.055895777105448,121.28165308735204,99.36,18.8,4257.38,0,0.28,665.4328015064617
30147,正常,2634.56,31.41414473662722,121.04037821254892,111.4,15.58,6710.76,0,0.24,811.748845108838
30148,正常,1295.09,31.384832250313075,121.1509815312812,113.62,2.59,7230.28,0,0.3,629.9438863387784
30149,正常,875.5,31.233787603741913,121.32221066539562,98.63,25.24,3182.19,0,0.02,601.4329412078189
30150,正常,1618.39,31.44659815614733,121.13949832239258,115.87,25.95,6436.01,0,0.3,700.7813143047008
30151,正常,1275.89,31.13653903304026,121.31143275330336,127.3,11.3,4097.55,0,0.13,619.5649737202914
30152,正常,832.19,31.243130219700998,121.32797461327658,71.91,24.39,2278.04,0,0.26,709.2512154245985
30153,正常,2161.71,31.404550695988355,121.20378612933047,104.38,25.91,6220.22,0,0.12,672.3766322217101
30154,正常,1634.78,31.059522772024145,121.14407695197752,115.0,26.53,8767.66,0,0.21,681.1189332281143
30155,正常,1669.49,31.434572112256163,121.37601576383753,67.65,21.0,4327.29,0,0.2,779.8393201832124
30156,正常,584.91,31.068002487370833,121.32040201888913,45.97,6.21,1554.62,0,0.15,623.0498434991108
30157,正常,3754.63,31.174226767100805,121.0420114498785,83.32,16.56,8490.29,0,0.0,621.2123486625529
30158,正常,5928.54,31.104290875682327,121.13319417855887,122.0,28.16,9918.44,0,0.29,668.4169326333501
30159,正常,4120.7,31.019260482153935,121.20403895842027,92.82,19.5,5681.74,1,0.14,758.8091486854705
30160,正常,515.9,31.415193727830275,121.08534604518739,57.37,18.49,3419.82,0,0.23,754.3041971556783
30161,关注,1462.52,31.305581002473716,121.30416111377389,102.78,11.9,4518.8,0,0.02,667.5681407252157
30162,关注,2812.68,31.124899682181464,121.29294423354906,135.59,21.11,5003.47,0,0.02,643.5652592410698
30163,正常,1642.92,31.386339722885857,121.24292733668644,100.49,21.14,5829.06,0,0.16,712.8378987776014
30164,正常,3173.12,31.123003926518646,121.13118361623083,121.08,10.27,10053.0,0,0.0,530.9200571851475
30165,正常,1830.77,31.424234490846455,121.37470561117378,113.83,27.6,6987.39,0,0.26,636.3965054004817
30166,正常,897.76,31.140551784699657,121.37920892574554,135.71,7.63,2460.1,0,0.03,633.4804843820817
30167,次级,4302.41,31.447401078607463,121.17699339723025,132.02,10.17,7653.86,0,0.28,657.181943239273
30168,正常,1503.64,31.411352448705095,121.12815154069241,89.02,16.51,5375.12,0,0.17,618.6961396603097
30169,正常,1144.94,31.216149858430256,121.1935671086749,79.51,29.83,5112.35,0,0.23,703.2465621762241
30170,正常,2752.45,31.341086967215904,121.04037864411151,81.32,13.56,6384.69,1,0.15,593.4359200770017
30171,正常,1153.72,31.26635704323704,121.31549773894633,128.75,6.05,4832.5,0,0.08,684.1917591760443
30172,正常,1085.3,31.013106552108802,121.40644820394282,137.09,19.73,3993.0,0,0.08,578.8795521798256
30173,关注,3547.0,31.187751026423815,121.13528782502,66.48,25.99,5375.3,0,0.24,608.2990497400477
30174,正常,2246.96,31.285033420437966,121.37866651147105,109.58,26.65,3257.47,1,0.09,711.1875876381164
30175,次级,347.71,31.137323693189785,121.49169523792742,136.46,20.19,1376.02,1,0.14,626.9559161183705
30176,正常,1443.5,31.071714988683656,121.26606684789034,121.64,12.02,5592.81,0,0.27,626.1911664740445
30177,正常,1468.16,31.249581380321715,121.13648502233895,108.34,25.9,8443.26,0,0.08,629.4486911031693
30178,正常,2504.67,31.149155789297946,121.10877016772871,131.96,19.03,11732.21,0,0.24,581.2653647590346
30179,正常,4321.85,31.11238817369642,121.09781455904366,134.23,2.26,12214.7,0,0.23,746.8716335352956
30180,正常,2425.96,31.427123904932582,121.11464362263078,70.17,14.59,4054.83,0,0.14,580.804489847409
30181,关注,974.49,31.01426429257896,121.21094673046211,92.98,5.49,5609.67,0,0.09,684.5517372991405
30182,正常,3277.69,31.066489670047087,121.13788596304228,104.14,20.48,8147.15,0,0.16,621.5000423606631
30183,正常,1720.64,31.426859328756123,121.48123877203818,98.34,12.97,6209.49,0,0.23,618.2798832910727
30184,正常,1154.17,31.154556786939462,121.30099811768865,63.6,17.31,2176.61,0,0.26,712.6526604983997
30185,正常,4127.95,31.100107643728876,121.00584834466945,95.31,10.31,9975.14,0,0.26,604.966023284257
30186,关注,2222.98,31.16183754859618,121.29119125732436,102.99,20.56,3796.53,0,0.05,646.8603602738428
30187,正常,1019.3,31.091102541410496,121.33588426604288,85.48,10.27,2435.93,0,0.03,670.541892717249
30188,正常,2063.98,31.34826887806428,121.10044732580207,78.07,12.63,5634.71,1,0.17,581.0522801683626
30189,正常,578.97,31.183096997030606,121.3624327003729,61.6,20.72,1265.45,0,0.23,673.5993745338403
30190,损失,1562.01,31.2520262609291,121.2719458773323,123.24,0.81,5648.12,0,0.12,535.1223332585032
30191,正常,1502.18,31.216939506263834,121.06903516756981,71.0,0.11,6800.52,0,0.29,673.4746189670733
30192,关注,360.45,31.165995495463143,121.48161614158535,50.42,4.46,515.16,0,0.15,690.4586396013602
30193,正常,1469.36,31.193229276603105,121.380580749262,114.42,2.59,2186.1,0,0.2,719.5848682528713
30194,次级,4930.72,31.48870654124488,121.36996751409553,79.35,25.05,6051.92,0,0.14,623.1100828993117
30195,损失,3121.25,31.39368965258812,121.21055279933198,114.08,27.43,6783.16,0,0.06,671.6487363338875
30196,正常,4405.67,31.105493646502623,121.02279393020551,81.94,12.03,8458.29,1,0.12,654.9000736391326
30197,正常,588.9,31.074316379377322,121.38523014471293,69.92,4.23,1528.95,0,0.03,572.6715144986971
30198,正常,1170.94,31.019896610760657,121.11966819068823,44.2,21.93,3390.92,0,0.07,729.66505793759
30199,正常,658.25,31.274573144456525,121.49395641959384,64.0,20.64,1403.35,0,0.21,773.6059990887381
