id,lat,lng,area,age,true_price
0,31.31971339922894,121.01250537761133,67.5,6.7,5779.84
1,31.446089783852422,121.04346941631471,82.19,0.89,4332.25
2,31.109318987401803,121.25267764405169,42.65,5.97,2069.69
3,31.11022031102035,121.29463284193795,120.94,0.19,4529.48
4,31.402909625916404,121.34906969749412,74.03,4.66,4256.0
5,31.046372921690075,121.04835818841673,124.75,18.11,11584.39
6,31.40356413663719,121.3648658933469,93.62,29.19,5262.91
7,31.4147023321265,121.30925987618213,126.17,17.32,7519.19
8,31.352285918107462,121.02291219182783,62.79,8.68,4837.8
9,31.050500714704864,121.13898680155505,103.57,10.94,7997.74
10,31.18509048355844,121.10475351538574,66.7,28.1,5898.25
11,31.085569324099048,121.36456339897518,56.34,11.38,1312.44
12,31.494761675318298,121.31999987992705,95.69,20.54,7005.85
13,31.11452403598205,121.01605012195202,71.55,8.03,7493.88
14,31.105491421793165,121.47145485716753,127.64,9.44,1527.85
15,31.45727379487027,121.2294259262937,66.49,7.4,4075.69
16,31.280684067081577,121.13137080426146,98.46,26.93,7514.99
17,31.498768803247554,121.25476314683823,49.09,1.41,3269.2
18,31.05482456517533,121.31372302085154,119.21,12.66,4320.39
19,31.49806069012005,121.26455717254957,137.11,25.82,9148.24
20,31.00574051097141,121.3603609096801,108.17,16.11,3805.77
21,31.055776086797938,121.21738262533455,85.37,28.61,4938.25
22,31.437926470189097,121.13169452537555,90.06,5.36,5150.7
23,31.149222395724316,121.319474747433,100.9,4.59,3051.99
24,31.381255400037574,121.26968951505981,117.86,15.91,6646.11
25,31.009738371192917,121.4645493081323,127.87,24.95,3451.01
26,31.15375706270133,121.0289625832471,127.8,28.41,13292.57
27,31.03460625923419,121.38030108262862,116.58,3.85,3291.07
28,31.237641189049366,121.27490179674747,66.51,26.17,2859.19
29,31.26964804438973,121.364965534545,60.12,9.35,1778.64
30,31.497574678330448,121.32493902881973,83.81,15.53,6232.79
31,31.169042781073728,121.29415435922861,63.01,6.61,2316.48
32,31.035496543004516,121.31555147863504,62.89,27.16,2306.39
33,31.1190023171845,121.33448888914813,61.42,3.97,1691.27
34,31.467757120290337,121.28552154666264,87.27,23.54,5744.09
35,31.04846540711441,121.21552559120319,82.36,14.01,4849.78
36,31.364537924729927,121.33668227364664,138.42,2.95,6911.2
37,31.430836268176396,121.12432816696014,59.02,13.46,3395.55
38,31.2109408199172,121.13927257233347,64.98,27.7,5123.73
39,31.275162656224925,121.02529416476244,139.93,25.08,13057.68
40,31.484498128642375,121.46318349150407,124.87,4.99,9999.0
41,31.200520146274727,121.0293176999861,77.9,29.56,7927.58
42,31.132601529086077,121.39203530097429,85.5,12.69,1389.06
43,31.277884161702808,121.35920413764816,55.48,8.9,1754.46
44,31.48435468248458,121.28959014540813,94.22,22.44,6440.02
45,31.251425191459756,121.42635994602415,55.74,28.82,1037.21
46,31.040055732620292,121.09291248049036,99.5,20.26,8448.56
47,31.44514365706472,121.12310767389431,99.45,18.58,5488.66
48,31.209612457667937,121.29183614464561,92.28,28.04,3472.75
49,31.119342976307923,121.19789292339563,107.17,9.0,6900.15
50,31.158088598135926,121.3759322462072,47.25,13.75,861.56
51,31.036630360549818,121.10657715613353,66.52,28.0,5403.92
52,31.44043208684322,121.43963512124228,76.95,4.73,5192.33
53,31.305838882862975,121.49361653181575,105.4,0.23,3141.66
54,31.408552067557732,121.14968937609999,106.34,28.17,6396.32
55,31.053517988854708,121.27661182044241,67.23,18.14,2949.15
56,31.3588060935694,121.10179865616372,103.42,7.92,7280.57
57,31.423051856647426,121.04614923385637,82.36,8.3,4800.6
58,31.00177284454389,121.38555961150982,103.71,7.86,3479.86
59,31.213843459490338,121.00483484980417,47.52,26.49,4882.64
60,31.451964285779948,121.27279514460277,123.46,17.48,7842.75
61,31.154129174965068,121.44949074437129,119.61,25.82,1189.14
62,31.449462318263237,121.10503826916988,64.95,3.08,3534.11
63,31.203188694916058,121.31033075507536,55.46,27.9,1775.83
64,31.43230284810998,121.48810301646549,121.08,26.44,7797.27
65,31.166092733973215,121.46540794302416,120.22,25.92,1151.12
66,31.405374658287194,121.13340285479724,118.74,3.24,7329.62
67,31.11121685877283,121.40829330279847,86.03,9.16,1308.65
68,31.39767274957643,121.11379774370388,42.37,5.79,2684.91
69,31.48344455202418,121.13956249636094,104.15,11.99,5370.22
70,31.49057484359913,121.26810786623936,133.92,3.46,9002.21
71,31.48126715788078,121.13273318126149,50.84,13.04,2586.26
72,31.364272530326353,121.1568386570975,100.62,15.34,6519.61
73,31.127361253069292,121.35439264191709,40.17,27.77,838.67
74,31.269225998546396,121.35971499957242,114.2,20.12,3413.85
75,31.332118842455635,121.16510001802129,71.39,25.44,4709.93
76,31.359877131506977,121.15016113410563,70.93,12.25,4674.8
77,31.063643899529577,121.21022316688645,134.04,20.32,8078.65
78,31.45140277286629,121.3077574579757,70.09,16.44,4581.12
79,31.214944074994918,121.28999239059785,105.47,13.95,4110.6
80,31.221079899652402,121.10685070049455,87.32,27.04,7554.9
81,31.042397768362562,121.2577260049576,103.29,10.06,5098.91
82,31.409211732268332,121.37556906877036,107.28,6.74,6271.3
83,31.122421272039176,121.2375681721094,124.97,2.18,6615.61
84,31.20722050549886,121.31488269036886,59.44,20.89,1891.74
85,31.32802900555589,121.00277240906901,115.1,23.1,9610.91
86,31.05329364828177,121.21257309697137,57.59,28.74,3362.01
87,31.124599139829986,121.42416817367582,85.65,24.04,1043.36
88,31.333788866293176,121.49394622653323,99.55,28.5,3561.83
89,31.359636980637983,121.25238908241221,123.06,16.44,6877.44
90,31.44860405161663,121.3718277210798,87.47,7.78,5950.91
91,31.382906842148582,121.26064990641399,102.67,8.24,5888.68
92,31.038741676932368,121.14286407543158,67.17,9.59,5061.39
93,31.115630739864095,121.34697490614953,110.64,1.93,2776.76
94,31.203799684833292,121.27130557025195,81.58,6.21,3558.18
95,31.292039707102113,121.34776149324898,125.67,22.97,4415.28
96,31.190190514463858,121.002948041792,75.18,22.6,7951.08
97,31.20951064131491,121.37375783448903,94.61,18.1,1953.62
98,31.11026934716191,121.10971081731071,83.58,0.87,7375.36
99,31.202158334568818,121.08252236560176,86.74,3.83,8158.64
100,31.31112848048703,121.01348322595257,79.4,16.93,6913.88
101,31.067849743615284,121.23084922202575,45.03,11.37,2466.05
102,31.10583014210574,121.16342290244066,116.12,11.37,8576.91
103,31.126135765891192,121.04095311638082,41.94,16.18,4242.0
104,31.499953914254604,121.17498017186008,105.01,23.44,5666.15
105,31.474805866357993,121.09968034118127,42.04,4.57,2080.06
106,31.063110487437104,121.33472942230996,96.4,6.54,3025.96
107,31.083894571683903,121.30362374694546,114.79,3.44,4179.08
108,31.409650587155543,121.48236038651704,50.81,0.77,2987.67
109,31.47908641910295,121.19832722075832,111.5,2.28,6542.77
110,31.34530720796649,121.31362119780053,50.19,23.17,2375.5
111,31.06052753253366,121.49192217575734,118.26,10.42,2086.76
112,31.21418900661737,121.18528543810903,90.6,10.24,6134.38
113,31.052769435322,121.48039378360728,103.56,24.86,1875.91
114,31.35365432185304,121.21774357250384,113.38,28.96,6667.6
115,31.269086453224126,121.2417487519416,83.56,21.93,4416.84
116,31.134197769024613,121.42585658000966,123.07,2.6,1552.49
117,31.232354233301617,121.30516585211527,77.9,0.86,2878.15
118,31.42547641815623,121.09091992857884,61.21,23.93,3495.23
119,31.3505918751661,121.13813428787809,41.02,28.44,2733.74
120,31.04280648097901,121.3600373320521,88.86,22.74,2560.73
121,31.245410667539293,121.39646643406616,49.31,6.65,1083.74
122,31.3458935776476,121.15310301506504,98.16,14.2,6572.63
123,31.372967718356804,121.16539564859796,110.29,8.13,7020.34
124,31.125701838100472,121.06032794237615,59.26,3.59,5874.25
125,31.09257492121883,121.1081923199393,88.42,21.74,7663.28
126,31.48830351144153,121.2623184345543,68.3,3.02,4543.66
127,31.089720771842703,121.00707418362803,93.41,8.23,9679.79
128,31.48714746555137,121.2766794833993,109.74,3.79,7457.65
129,31.436359867499267,121.28703210981317,86.94,13.21,5428.11
130,31.092181835195042,121.0256883585918,134.11,14.33,13645.61
131,31.03704108512782,121.314722853476,45.36,4.48,1722.62
132,31.28141979854228,121.15191775592112,139.39,3.55,10192.53
133,31.39537041492171,121.11284356853251,92.26,13.52,5837.03
134,31.221360502009663,121.43008333291309,139.0,9.16,2168.42
135,31.370044652742273,121.47379510016269,60.78,6.33,2831.05
136,31.330214068596018,121.07852854669044,57.38,2.25,4496.22
137,31.296905597559782,121.14562964451551,63.15,21.21,4555.32
138,31.35149377904686,121.22701566320352,108.74,27.72,6282.98
139,31.330591521426683,121.46683422922275,82.51,16.34,2899.32
140,31.32381736170124,121.4542057226063,122.66,2.14,4196.09
141,31.374478861034813,121.28460352465954,68.86,3.73,3806.83
142,31.344338995606048,121.34986684248786,134.27,15.01,5988.06
143,31.019930392091805,121.21601433208039,72.23,7.51,4272.48
144,31.045663443315494,121.48095555109641,123.6,17.26,2462.72
145,31.33614079215162,121.13475551298353,44.02,22.69,3043.62
146,31.235250411625817,121.32575474471685,131.61,5.44,4263.9
147,31.245862901095506,121.04562120314691,74.8,10.0,7168.75
148,31.335066754760593,121.42886654720017,72.98,20.81,2694.5
149,31.406783017368987,121.27504830448589,85.48,9.44,5055.46
150,31.161636893138,121.48509236340429,80.42,15.44,785.73
151,31.271296797178596,121.20662378539966,58.76,10.85,3603.93
152,31.378221577027787,121.3127043710725,116.0,6.11,6234.51
153,31.21905804753619,121.34912501456108,52.14,29.19,1283.21
154,31.304435833540982,121.11964873116382,55.84,16.53,4240.35
155,31.49612856969761,121.45646493924208,86.14,3.52,7173.85
156,31.41607158688445,121.24918775235359,111.66,15.27,6678.49
157,31.490122316301687,121.12186545303757,95.13,11.51,4641.52
158,31.46093407496578,121.25412044579645,127.93,25.92,8026.22
159,31.207471211775673,121.46712419684125,90.77,24.62,1081.53
160,31.141419491641415,121.14927792488588,98.69,29.97,7662.34
161,31.269290288851938,121.1725619708465,95.19,16.3,6565.01
162,31.22767230843325,121.16088867511452,58.87,20.92,4297.75
163,31.38777223754963,121.02182364954865,114.47,21.16,7699.57
164,31.40570445128244,121.1930393762455,106.37,24.62,6367.44
165,31.01850980567279,121.25114557506649,99.02,26.09,5078.92
166,31.437095187027154,121.22015310488534,92.6,13.71,5564.81
167,31.327390663213865,121.07718060938578,86.95,29.08,6738.29
168,31.169280617025716,121.34635229929344,104.98,25.55,2480.34
169,31.190004698761328,121.1583305769667,111.87,22.78,8407.46
170,31.436191508699267,121.01794954991884,46.84,18.93,2525.15
171,31.373383183368965,121.21698573596156,49.84,19.01,2932.97
172,31.436289616303544,121.22183927583086,109.4,27.1,6537.2
173,31.146683887982604,121.18742054488766,54.56,15.93,3654.65
174,31.28296403095797,121.39625973694048,57.0,2.37,1633.0
175,31.120414895928157,121.45641450801178,54.31,13.83,577.35
176,31.126988669706773,121.12766335407957,40.94,24.14,3378.1
177,31.078987811035894,121.22086489180191,74.56,17.63,4261.18
178,31.319469351180008,121.21215446923046,65.01,25.36,3848.37
179,31.241604030529608,121.11860285096378,97.19,17.24,8058.24
180,31.496346021813448,121.14761537694163,137.79,19.75,7001.98
181,31.342899746367006,121.37233442058266,44.9,18.19,1887.5
182,31.248363643261936,121.45207764544686,68.62,23.97,1181.93
183,31.318308939002947,121.31044558156515,107.78,21.63,4773.03
184,31.329590770158376,121.41916855848126,102.82,27.1,3692.53
185,31.220411595081405,121.2897869026842,113.24,2.7,4494.32
186,31.14755522581458,121.37374043246919,57.56,3.96,1090.05
187,31.265426186851393,121.45674348724084,123.05,7.71,2581.9
188,31.412344906271205,121.24092391493687,120.65,22.4,7166.77
189,31.48144664643444,121.07037850750294,136.65,25.8,6158.98
190,31.36210835603776,121.48997112139095,136.73,24.14,5981.13
191,31.00695932755045,121.26828615413453,85.48,20.18,4182.32
192,31.336170398675506,121.29228004582609,122.24,28.21,5975.24
193,31.01251232482324,121.44211742260742,96.14,27.46,2559.39
194,31.110683600036996,121.0316085205801,122.39,27.28,12493.21
195,31.069888506253612,121.47313076644097,70.44,14.78,1106.48
196,31.048595999310912,121.44362965426426,53.57,13.61,1049.95
197,31.472987042889716,121.20956337670737,114.23,4.64,6827.6
198,31.207442263718402,121.04951081735527,88.93,12.24,8827.67
199,31.18526497936722,121.22169154303035,135.06,25.66,7687.24
200,31.049677312303064,121.34284013274065,94.45,29.34,2876.28
201,31.094904281080538,121.06107985954363,124.8,13.64,12082.9
202,31.33138436903099,121.3208522336166,99.71,0.64,4560.42
203,31.06296194265402,121.28228898795398,46.86,22.95,1926.16
204,31.10357868517333,121.10797567595934,126.97,9.86,11177.69
205,31.00141777574001,121.42920306319009,54.47,3.9,1673.74
206,31.12532709836406,121.0872485604507,106.11,0.77,9974.94
207,31.11896580304523,121.16188573098101,57.42,1.57,4311.05
208,31.370859028477074,121.26304276329893,114.57,14.29,6405.63
209,31.054527005001923,121.25191934489291,134.54,1.3,6794.81
210,31.39161349799019,121.43349045387991,92.15,13.74,4865.84
211,31.239490955499182,121.20080862725628,108.61,14.71,6839.39
212,31.454850414557615,121.03674535788322,48.08,18.25,2369.47
213,31.316538362150506,121.27417821702419,72.52,29.84,3541.14
214,31.265278418715663,121.22685770878773,100.54,2.98,5727.62
215,31.325458332440654,121.38448136505237,112.08,6.45,4250.74
216,31.22577745798264,121.1142467871823,73.89,13.6,6286.74
217,31.21338200313048,121.33255393153016,77.43,4.58,2275.04
218,31.461492517867192,121.03356665406832,123.18,2.8,5959.82
219,31.405884642638696,121.27818536780768,98.65,16.85,5782.08
220,31.164822990708103,121.06111564267728,75.36,19.96,7441.3
221,31.360530339373074,121.48419931265573,100.04,10.55,4361.86
